	B Cells	Basophils	CD4+ T-cells	CD8+ T-cells	Endothelial cells	Eosinophils	Fibroblasts	Macrophages	Mast cells	Monocytes	NK cells	Neutrophils
S15092	0.0566	0	0.2619	0.1003	0.0566	0.6693	0	0.0275	0.0021	0.026	0.1113	0.1688
S15093	0.0144	0	0.2663	0.0318	0.0249	0.6645	0	0	0.0024	0.064	0.0182	0.165
S15099	0.0748	0.0676	0.2358	0.0587	0.0924	0.445	0.0042	0.017	0.0017	0.0767	0.0217	0.1506
S1510	0.0143	0	0.3599	0.1115	0.0355	0.3933	0	0.0339	0.0033	0.0604	0	0.1034
S15100	0.1038	0	0.3593	0.1316	0.0245	0.4142	0	0.0223	0.0142	0.0671	0.108	0.1402
S15107	0.0536	0	0.2108	0.0401	0.0381	0.484	0	0	0.0039	0.0757	0.0131	0.1822
S15108	0.0262	0	0.2218	0.0475	0.001	0.6181	0	0.0607	0.0249	0.0821	0.1239	0.1516
S1511	0.0707	0	0.3026	0.0809	0	0.2808	0	0.072	0.0092	0.1366	0.1398	0.1454
S15110	0.0576	0	0.2423	0.0669	0.0789	0.4802	0	0.0424	0.0056	0.0729	0.091	0.1627
S15111	0.0068	0	0.2239	0.0292	0.0611	0.5774	0	0.0208	0	0.0348	0.1168	0.153
S15113	0.0337	0.0297	0.2033	0	0.0331	0.5314	0	0.0034	0.0164	0.0991	0.034	0.1664
S15115	0.0719	0	0.3162	0.062	0.0405	0.3666	0	0.0324	0.0033	0.1014	0.1631	0.1059
S15120	0.0528	0	0.3408	0.0857	0.0039	0.5414	0	0.0211	0.0138	0.0371	0	0.1612
S15121	0.2187	0	0.3532	0.1207	0.0094	0.3985	0	0.0416	0	0.0328	0.0611	0.1372
S15124	0.1014	0	0.2907	0.0169	0.0702	0.2922	0	0.0176	0.0057	0.1088	0.165	0.1643
S15126	0	0	0.2587	0.0572	0.0396	0.5147	0	0.0069	0	0.0645	0.0482	0.1284
S15129	0.0608	0	0.2229	0.0618	0.0247	0.5374	0	0.0196	0.0197	0.1181	0.0549	0.186
S15130	0.0113	0	0.3335	0.091	0.0475	0.5543	0	0.0492	0	0.0411	0.1449	0.0997
S15153	0	0	0.2138	0.0245	0.0251	0.5579	0	0.0251	0.013	0.0931	0.1303	0.1657
S15160	0	0	0.2906	0.0398	0.0482	0.4021	0	0.0328	0.003	0.1121	0.134	0.1765
S15167	0.0177	0	0.2092	0.0465	0.0812	0.4999	0	0.0325	0.0156	0.1045	0.1053	0.1761
S1517	0	0	0.2808	0.0223	0	0.707	0	0.0529	0.0157	0.0595	0.0285	0.1628
S15179	0.1249	0.01	0.2217	0.0401	0.0497	0.4532	0	0.0387	0.0189	0.1047	0.062	0.156
S15184	0.1743	0	0.2744	0.036	0.0307	0.3197	0	0.023	0.0019	0.1105	0	0.151
S15192	0.1619	0	0.2619	0.0946	0.0473	0.299	0	0.0479	0.0033	0.1356	0.1176	0.1084
S15193	0.073	0	0.3011	0.0649	0.0283	0.4104	0	0.0654	0.0116	0.1015	0.0543	0.1243
S15198	0.0352	0.0432	0.1983	0	0.0363	0.3263	0	0.0028	0.0059	0.1157	0.0854	0.1878
S1520	0.0696	0	0.2247	0.067	0.0128	0.4678	0	0.0076	0.0015	0.113	0.0088	0.1604
S15208	0.0634	0	0.3082	0.0666	0.01	0.5956	0	0.0737	0	0.0462	0.0546	0.1365
S1521	0	0	0.254	0	0.0772	0.4771	0	0.0061	0.007	0.1108	0.0331	0.1795
S15216	0.0889	0	0.2777	0.0499	0.0361	0.4743	0	0.0284	0	0.0681	0.0622	0.1488
S15218	0	0.1028	0.113	0.0241	0.0963	0.616	0	0.0024	0.0031	0.0864	0.055	0.1676
S1522	0.0424	0	0.3123	0.0437	0.037	0.3507	0	0.0224	4.00E-04	0.1108	0.0611	0.1592
S15223	0.0521	0	0.2267	0.0957	0.0643	0.5656	0	0.0457	0.023	0.1	0	0.1612
S15237	0.1548	0	0.4177	0.0796	0	0.377	0	0.0447	0	0.0437	0.0367	0.1341
S15239	0.0518	0	0.3209	0.0868	0.0257	0.4563	0	0.0409	0	0.0859	0.0563	0.1232
S15241	0	0	0.207	0.0348	0.0775	0.636	0	0.0428	0.0117	0.0972	0.009	0.1509
S15246	0	0	0.3128	0.0086	0.0278	0.5633	0	0.0324	0	0.0758	0.1221	0.1818
S15254	0.1613	0.0102	0.4402	0.1413	0.0625	0.3182	0	0.0524	0.0213	0.0542	0	0.1076
S15258	0.0608	0.0241	0.185	0.0365	0.0368	0.4765	0	0.0313	0.0204	0.1177	0.1355	0.15
S15259	0.1001	0	0.4211	0.0841	0.0035	0.3903	0	0.0593	0	0.0114	0.1384	0.1243
S15264	0.0198	0	0.3026	0.1189	0	0.4201	0	0.0311	0	0.0783	0.1364	0.1536
S15266	0	0.1177	0.2233	0.0178	0.0939	0.6298	0	0.0285	0.0086	0.0255	0.0599	0.1484
S15273	0	0	0.213	0	0.032	0.6662	0	0.051	0.0266	0.1072	0.0598	0.1786
S1528	0.0956	0	0.2391	0.0263	0.0209	0.3063	0	0.0151	0	0.1272	0.1007	0.1781
S15285	0.0957	0.0225	0.3886	0.1017	0.0318	0.1638	0	0.0263	0.0209	0.1168	0.1417	0.1714
S15294	0.0674	0.0282	0.245	0.111	0.0046	0.2771	0	0.0246	0.0312	0.1331	0.1765	0.1286
S15304	0.0547	0	0.2662	0.0116	0.0222	0.4387	0	0.0487	0.0063	0.1558	0	0.1886
S15308	0	0	0.3385	0.038	0.0126	0.584	0	0	0	0.0212	0.1088	0.1662
S15313	0.1181	0	0.2737	0.0635	0.0325	0.4395	0	0.0393	0.0059	0.0769	0.0323	0.1486
S15329	0.0528	0	0.284	0.0431	0	0.4964	0	0.0656	0.0166	0.1132	0.0841	0.1579
S1533	0	0	0.2795	0	0.0591	0.5406	0	0.0246	0	0.0795	0	0.1804
S15338	0.1049	0	0.3671	0.1024	0.0465	0.2372	0	0.0153	0	0.0999	0.1049	0.1548
S15340	0.0802	0	0.3557	0.063	0.0345	0.5699	0	0.0623	0.0089	0.031	0.06	0.1335
S15345	0	0.071	0.1308	0.0466	0.0627	0.6337	0.0301	0.003	0.002	0.1045	0.0615	0.197
S15354	0	0.0634	0.152	0	0.0431	0.5443	0	0.0129	0.0104	0.1105	0.122	0.158
S15366	0.0556	0.054	0.2882	0.0389	0.0604	0.4676	0	0.0389	0.0178	0.0976	0.1137	0.1467
S15368	0.096	0.0045	0.2905	0.0362	0.0282	0.4139	0	0.0059	0.0153	0.1144	0.0331	0.1496
S15372	0	0	0.1826	0.051	0	0.5661	0	0.0116	0.0194	0.1235	0.059	0.1747
S15374	0.0653	0.0622	0.2158	0.0469	0.0644	0.4887	0	0	0	0.048	0.0882	0.125
S15375	0.1479	0	0.2719	0.1016	0	0.3467	0	0.0235	5.00E-04	0.0988	0.0658	0.1519
S15380	0.0425	0	0.318	0.0386	0.0716	0.5863	0	0	0.0061	0.0156	0	0.1437
S15382	0.0129	0	0.3138	0.0682	0.0378	0.4289	0	0	0.0061	0.0696	0.0136	0.1598
S1539	0.155	0	0.2949	0.0818	0.025	0.2089	0	0.042	0.0095	0.144	0.161	0.1488
S15394	0.0186	0	0.2469	0.0633	0.0573	0.4533	0	0	0	0.0384	0.0239	0.1425
S15401	0.0585	0	0.3034	0.098	9.00E-04	0.6101	0	0	0.0212	0.0328	0.0508	0.1744
S15413	0	0.1404	0.2489	0.0294	0.0948	0.6672	0.0047	0.0048	0	0	0	0.1604
S15417	0.0628	0	0.2479	0.0494	0.024	0.444	0	0.029	0.0055	0.1057	0.0087	0.1744
S1542	0.0336	0	0.2949	0.0297	0.0719	0.7158	0	0.0376	0.0146	0.0315	0.0078	0.1654
S15420	0.0766	0	0.3873	0.0982	0.0131	0.4109	0	0.0473	0.0038	0.0608	0.1639	0.1181
S15427	0.1095	0	0.3083	0.0716	0.0148	0.4851	0	0.0234	0.0041	0.0374	0.0317	0.1453
S15428	0.1461	0.0501	0.298	0.0897	0.0639	0.2785	0	0.0286	0.0137	0.0857	0.0088	0.1321
S15429	0.0025	0.0056	0.2254	0.0493	0.0908	0.7065	0.0424	0.0236	0	0.0582	0	0.173
S15432	0.0371	0.0044	0.2364	0.0169	0.0298	0.5812	0	0.0469	0.0198	0.091	0.0896	0.1604
S15433	0.0789	0	0.262	0.0885	0.0258	0.4532	0	0.0224	0.0103	0.089	0.0938	0.1278
S1544	0.115	0	0.3385	0.085	0.0242	0.2645	0	0.0358	0.0017	0.0904	0.0828	0.1503
S15446	0.0238	0	0.2617	0.0308	0.0513	0.5581	0	0.0357	0.0106	0.0815	0.0564	0.1435
S15452	0.0681	0	0.2918	0.0886	0	0.57	0	0.0361	0.0033	0.0897	0.0803	0.1412
S15455	0	0	0.185	0.0291	0.023	0.671	0	0.007	0.0147	0.0854	0.1271	0.174
S15458	0.122	0	0.3049	0.0701	0.0029	0.5165	0	0.0118	0.0248	0.0889	0.0476	0.1478
S1546	0	0	0.2058	0.0706	0.0242	0.7036	0	0.0375	0	0.0702	0.0734	0.1566
S15463	0.0335	0	0.3548	0.0934	0.0017	0.5682	0	0.0399	0.0265	0.0653	0	0.1638
S15470	0.0967	0.0014	0.282	0.0319	0.0655	0.3432	0	0.0211	0.0251	0.1103	0.133	0.1726
S15479	0.0348	0	0.2615	0.0556	0.0198	0.4158	0	0.0182	0	0.1083	0.0758	0.1542
S15487	0.1064	0	0.2838	0.0617	0.0608	0.3068	0	0.0348	0.0139	0.1143	0.1018	0.1546
S15490	0	0.1431	0.3347	0.0198	0.1066	0.4052	0	0.0096	0	0.0629	0.1246	0.1381
S15496	0.1585	0	0.3669	0.1288	0.0254	0.3219	0	0.0354	0.0055	0.0539	0.1614	0.1003
S1550	0.0732	0	0.2994	0.0353	0.0366	0.47	0	0.039	0.0138	0.1076	0.0948	0.1264
S15503	0	0	0.1951	0.0121	0.0075	0.6381	0	0.034	0.0189	0.087	0.0996	0.1695
S15513	0.0558	0	0.3451	0.0181	0.0088	0.4732	0	0.0094	0.0058	0.0681	0	0.151
S15515	0.0418	0	0.2777	0.0706	0	0.6551	0	0.0727	0.0113	0.0762	0.0877	0.1333
S15525	0.0452	0.0296	0.1974	0	0.0262	0.6107	0	0	0	0.0789	0.067	0.1461
S15526	0.0878	0	0.3553	0.0895	0.0217	0.54	0	0.048	0	0.037	0.1164	0.1087
S15527	0.1057	0	0.2418	0.0013	0.0492	0.3894	0	0.0535	0.0149	0.1312	0.0616	0.1648
S15528	0.0774	0	0.2133	0.1142	0.0222	0.3949	0	0.0234	0	0.1133	0.1223	0.1593
S15543	0.0826	0	0.2812	0.0611	0.0563	0.4052	0	0.0115	0.013	0.0747	0.1551	0.1637
S15545	0	0	0.2459	0.0179	0.0575	0.3648	0	0.0432	0	0.1505	0	0.1881
S15556	0.0436	0	0.3063	0.0377	0.0286	0.5224	0	0.0084	0.0175	0.1069	0.0801	0.1591
S15558	0.1671	0.0905	0.2341	0.0266	0.0935	0.0242	0	0.0192	0.0066	0.2126	0.1051	0.141
S15570	0	0.1664	0.1313	0	0.0972	0.5796	0	0	0	0.0785	0.0142	0.1849
S15571	0.1804	0	0.3059	0.0672	0.0564	0.3127	0	0.0482	0.0083	0.0929	0.0243	0.156
S15574	0.1055	0	0.3201	0.0636	0.0633	0.3528	0	0.0256	0.0151	0.0991	0.0826	0.1354
S15580	0.0738	0	0.3239	0.0606	0.0351	0.4949	0	0.0608	0.006	0.0847	0.028	0.1424
S15585	0.0418	0	0.2328	0.0505	0.0478	0.4639	0	0.04	0.0044	0.0638	0.1405	0.1593
S15587	0.0913	0	0.289	0.0745	0.0142	0.3575	0	0.0314	0	0.0768	0.0473	0.1524
S15589	0.0282	0	0.3726	0.0922	0	0.4712	0	0.013	0	0.0469	0.1077	0.1425
S15600	0.1015	0	0.2898	0.0315	0.0168	0.5775	0	0.0267	0.0113	0.0835	0.0736	0.1425
S15605	0.0603	0.0015	0.2546	0.037	0.0813	0.438	0	0	0.0174	0.0894	0.0677	0.1636
S1561	0	0.1637	0.1681	0.0284	0.0331	0.4544	0	0	0.0211	0.1193	0	0.1615
S15618	0.1313	0	0.417	0.0997	0.0087	0.3232	0	0.0401	0.0107	0.0746	0.1394	0.1273
S15621	0	0	0.3187	0.0296	0.0852	0.4292	0	0	0.0136	0.0915	0.0357	0.1774
S15628	0.0234	0	0.2453	0.0669	0.031	0.4194	0	0.0457	0.0036	0.0882	0.1509	0.1549
S15629	0.1024	0	0.3008	0.0333	0.0237	0.2702	0	0.036	0.0144	0.1226	0.1394	0.1386
S15631	0.0328	0	0.2887	0.0562	0.026	0.5844	0	0.0184	0.0065	0.0456	0.0566	0.1354
S15634	0.003	0	0.2432	0.0789	0.025	0.5954	0	0.0454	0.0372	0.0901	0.0344	0.1573
S1564	0.0187	0	0.1191	0	0.0094	0.4868	0	0.1007	0.0161	0.1875	0.1387	0.1612
S15648	0.0766	0	0.3214	0.0919	0.0011	0.4436	0	0.036	0.0146	0.0708	0.1625	0.1413
S15659	0	0	0.3188	0.0782	0.0225	0.4782	0	0.069	0	0.0329	0.1322	0.11
S15677	0.1194	0	0.4264	0.1154	0.0024	0.3516	0	0.0539	0	0.0674	0.0978	0.1299
S15683	0	0	0.2168	0.0014	0.0496	0.6677	0	0.0343	0.0243	0.093	0.0387	0.1571
S15689	0.0621	0	0.317	0.0314	0.0468	0.5322	0	0.0288	0.0066	0.0455	0.0198	0.1745
S15690	0.0199	0	0.2991	0.068	0.0742	0.3488	0	0.0058	0	0.0968	0	0.1959
S15692	0.0601	0	0.2939	0.0426	0.0321	0.4312	0	0.0475	0.012	0.1126	0.0533	0.1671
S15693	0.0927	0	0.281	0.0429	0.0461	0.4127	0	0.0216	0.0036	0.0994	0.075	0.1882
S15703	0.0284	0	0.2591	0.0517	0.0339	0.4178	0	0.0059	0	0.0894	0	0.1717
S15705	0.2994	0	0.3682	0.0942	0.0637	0.1803	0	0	0.0012	0.0072	0.0274	0.1562
S1572	0.0488	0	0.1914	0.0421	0.0079	0.3747	0	0.0842	0	0.1862	0.0638	0.1579
S15722	0.0889	0.0047	0.121	0	0.0148	0.645	0	0	0.0298	0.1293	0.0086	0.1753
S15730	0.089	0	0.2612	0.0671	0.0477	0.5408	0	0	0	0.0505	0.0182	0.1657
S15732	0.163	0	0.4572	0.1262	0.0505	0.2191	0	0.0408	0.0278	0.1155	0.0162	0.0772
S15738	0.0876	0	0.2814	0.0783	0.0582	0.3483	0	0.027	0.0077	0.1297	0.0737	0.1467
S1574	0.0971	0	0.3206	0.0677	0.0199	0.3016	0	0.0601	0.0091	0.1266	0.1035	0.1441
S1576	0	0	0.1951	0.0096	0.0544	0.5216	0	0.0217	0	0.0882	0.1108	0.1618
S15768	0.0756	0	0.3062	0.0558	0.0263	0.4415	0	0.0451	0.0039	0.0934	0.0763	0.1394
S1577	0.0642	0	0.3855	0.1091	0.0141	0.5108	0	0.0508	0	0.0911	0.0194	0.1429
S15770	0.0074	0	0.2728	0.1262	0.0655	0.4956	0	0	0	0.0541	0.0839	0.1487
S15778	0.0741	0	0.2965	0.0885	0.0225	0.4771	0	0.0521	0	0.0731	0.0752	0.1205
S1578	0	0.0218	0.2241	0.0472	0.0776	0.5547	0	0.0093	0.011	0.0799	0	0.1716
S15781	0.1243	0	0.3415	0.0674	0.0395	0.3399	0	0	0.0039	0.0745	0.1322	0.1589
S15789	0.1495	0	0.2766	0.1097	0.0344	0.1652	0	0.032	0.0283	0.1591	0.1959	0.1543
S15791	0.1114	0	0.2618	0.0686	0.0269	0.2735	0	0.0276	0.0081	0.1245	0.0402	0.1579
S15795	0.0514	0	0.3569	0.0764	0.0513	0.5451	0	0.0243	1.00E-04	0	0.1275	0.0442
S15802	0.1517	0.0338	0.3373	0.0479	0.0141	0.3953	0	0.0678	0.0291	0.1357	0	0.15
S15816	0.0216	0	0.37	0.0483	0.0635	0.4826	0	0.0332	0.0013	0.0567	0.1097	0.1375
S15819	0	0.015	0.1311	0.019	0.0571	0.7792	0	0.0061	0.0233	0.0762	0.1482	0.1664
S15825	0.067	0	0.2811	0.0923	0.0336	0.2898	0	0.0437	0	0.1222	0.154	0.1323
S15828	0	0.0665	0.1627	0	0.0679	0.5048	0	0	0.0028	0.1019	0.0231	0.1554
S15833	0.028	0	0.23	0.0748	0.0038	0.5229	0	0.0104	0.0175	0.1171	0.0953	0.1545
S15834	0.1251	0.0691	0.2365	0.0238	0.0381	0.356	0	0	0.0184	0.1206	0.1078	0.1718
S15840	0.0683	0	0.3189	0.0361	0.021	0.4988	0	0.0161	0	0.062	0.059	0.1509
S15844	0	0	0.1272	0	0.0259	0.4982	0	0	0.0112	0.1642	0.0243	0.1996
S15851	0.0388	0	0.319	0.0629	0.0053	0.4764	0	0.0588	0.0344	0.1047	0.1645	0.1656
S15862	0.1253	0	0.2109	0.0262	0.0279	0.4303	0	0	0.0049	0.1053	0.1116	0.149
S15863	0	0.1284	0.118	0.0087	0.1045	0.5174	0	0.0015	0	0.0759	0.1715	0.1378
S15878	0.0546	0	0.3053	0.0408	0.0284	0.4997	0	0.0722	0	0.0432	0	0.1033
S1588	0.0945	0	0.3449	0.0664	0.0388	0.4007	0	0.0348	0.0021	0.0792	0.0431	0.1286
S15886	0.0595	0	0.286	0.0485	0.0258	0.4944	0	0.0188	0.0053	0.0692	0	0.1719
S15887	0.0794	0	0.298	0.0528	0.0335	0.4199	0	0.0345	0	0.1064	0	0.1492
S15895	0	0	0.3025	0.065	0.0232	0.7755	0	0.0415	0.0082	0.026	0.0801	0.1364
S15898	0.0444	0.0645	0.2063	0.0731	0	0.3814	0	0.0247	0.0378	0.1371	0.0961	0.1562
S15903	0.0367	0	0.2639	0.004	0.0601	0.5108	0	0	0.0219	0.0487	0.0077	0.1887
S15908	0.0554	0	0.3285	0.0697	0	0.504	0	0.0323	0	0.0548	0.1071	0.1553
S15910	0.0482	0	0.2446	0.0815	0.0316	0.4676	0	0.0362	0.0146	0.0593	0.1404	0.1381
S15925	0.012	0	0.2463	0.0047	0.0449	0.6931	0	0.0231	0.0111	0.0668	0.006	0.1574
S1593	0.1282	0	0.3647	0.088	0.0546	0.4229	0	0.0298	0	0.0699	0.0532	0.1747
S15931	0.0341	0	0.1986	0	0.0227	0.363	0	0.0948	0.0056	0.1865	0.1463	0.1416
S15941	0	0	0.2844	0.0422	0.0395	0.5251	0	0.0429	0.0221	0.1248	0.0792	0.1768
S15946	0	0	0.2749	0.018	0.0683	0.5998	0.0024	0	0	0.041	0.1249	0.127
S15955	0	0	0.3029	0.0271	0.0301	0.7126	0	0.0053	0.0376	0.0436	0	0.17
S15956	0.5013	0.0184	0.3011	0.08	0.0365	0	0	0.0573	0.04	0	0.0179	0
S15960	0.0213	0	0.2448	0.0469	0.0163	0.4201	0	0.0487	0	0.1235	0.0482	0.1558
S15966	0.096	0	0.3533	0.0948	0.0028	0.4364	0	0.0294	0.0032	0.0901	0.1119	0.135
S15973	0.0128	0	0.2957	0.0543	0	0.707	0	0.0308	0.0115	0.0655	0.047	0.1623
S15974	0.1121	0	0.2907	0.0215	0.032	0.3435	0	0.0244	0.0178	0.1215	0.0415	0.1604
S15976	0.0281	0	0.2686	0.0552	0.051	0.6192	0	0.037	0	0.0135	0.1357	0.1297
S15978	0.1799	0	0.3607	0.111	0.004	0.1977	0	0.0438	0	0.1336	0.0816	0.1373
S15979	0.0379	0	0.2596	0.0811	0.0495	0.7114	0	0.0176	0.0096	0.0032	0.0191	0.126
S15981	0.1693	0	0.3505	0.1377	0.0436	0.2117	0	0.0287	0.0217	0.13	0.0807	0.1192
S15984	0.0805	0.003	0.2653	0.0552	0.0863	0.4407	0	0.0486	0.0101	0.1179	0.0711	0.1617
S15994	0.0266	0	0.2991	0.0705	0.0289	0.4557	0	0.0456	0	0.1026	0.0544	0.1482
S15996	0.0219	0	0.2431	0.0705	0.0264	0.2257	0	0.042	0	0.1258	0.0996	0.143
S15998	0.2237	0	0.4227	0.0843	0.0378	0.1568	0	0.0538	0.0302	0.0445	0.1168	0.0729
S160	0	0	0.3124	0.1236	0.0111	0.3698	0	0.0501	0.0238	0.115	0.169	0.1515
S1600	0.0743	0	0.2926	0.0668	0.0399	0.4428	0	0.0151	0.005	0.0851	0.0348	0.1439
S16012	0.1551	0	0.222	0.1603	0.0103	0.2092	0	0.0219	0	0.0658	0.2262	0.1254
S16013	0.0726	0	0.3062	0.0884	0.0413	0.3105	0	0.0124	0	0.0972	0.0465	0.1721
S16022	0	0	0.2302	0.0207	0.034	0.5524	0	0.0277	0.0094	0.1346	0	0.1738
S16037	0	0	0.3467	0.0568	0.0128	0.7376	0	0.0081	0.0065	0.0115	0.0406	0.1838
S16038	0.0085	0	0.2443	0.0601	0.0474	0.5967	0	0.0301	0	0.0133	0.1358	0.1342
S16040	0.0474	0	0.3352	0.0286	0.0231	0.6748	0	0.0312	0	0.0034	0.0212	0.1508
S16048	0.0292	0	0.189	0.0526	0.0573	0.462	0	0.0165	0.0101	0.1258	2.00E-04	0.1673
S16054	0.0344	0	0.2688	0.0592	0	0.6254	0	0.0179	0.0188	0.0926	0.1575	0.1533
S16056	0.043	0	0.2854	0.1112	0.0416	0.3351	0	0.0469	0.0099	0.127	0.1656	0.1428
S16069	0.1246	0	0.3959	0.0954	0.0382	0.3349	0	0.0524	0.0195	0.099	0.0854	0.1379
S1609	0	0	0.2692	0.0641	0.0997	0.5735	0	0.0286	0.009	0.0551	0.0066	0.1714
S16093	0.1239	0	0.2621	0.0502	0.052	0.48	0	0.0259	0.018	0.1033	0.0573	0.1707
S16097	0.0346	0	0.2178	0.0201	0.077	0.4946	0.0131	0.0291	0.0056	0.084	0.0164	0.1711
S16099	0.5234	0	0.3053	0.0677	0.0224	0.0472	0	0.0528	0.0429	0	0	0.0079
S16108	0.065	0	0.2876	0.0805	0.0065	0.4515	0	0.053	0.0075	0.0963	0.1415	0.1396
S16109	0.1342	0	0.3447	0.1123	0.0579	0.3296	0	0.0256	0.0045	0.0426	0.0659	0.114
S1611	0.0989	0	0.3766	0.0647	0.0202	0.4189	0	0.0979	0.0071	0.0761	0.1298	0.0904
S16112	0.0668	0	0.2415	0.0637	0.0235	0.4083	0	0.0367	0.0164	0.116	0.0785	0.1697
S16116	0.0082	0	0.3124	0	0.0561	0.5341	0	0.0385	0.0049	0.0801	0.0646	0.1725
S16118	0	0	0.2018	0.0176	0	0.7728	0	0.0225	0.0055	0.0394	0.0592	0.1446
S16122	0.0731	0	0.1889	0	0.0344	0.4298	0	0.0321	0.0109	0.1489	0	0.1796
S16126	0.0123	0	0.2592	0.0806	0.0396	0.551	0	0.0423	5.00E-04	0.0761	0.0631	0.1359
S16130	0.0229	0.0441	0.2372	0.0649	0.0587	0.4215	0	0.0065	0	0.1274	0.0185	0.1725
S16138	0.1083	0	0.3124	0.0845	0.0585	0.58	0	0.0255	0.0044	0.0111	0.047	0.1457
S16146	0.0309	0	0.2594	0.0411	0.0066	0.5229	0	0.0395	0	0.1236	0.0184	0.1575
S16147	0.0287	0	0.2339	0.0295	0.0145	0.3112	0	0.0376	8.00E-04	0.1291	0.0642	0.1492
S16151	0.1093	0	0.3577	0.051	0.0351	0.3674	0	0	0.0201	0.0711	0.0676	0.1379
S16154	0	0	0.279	0.0837	0.0106	0.6215	0	0.0557	0.018	0.0928	0.1051	0.1929
S16155	0.0135	0	0.3516	0.1047	0.0414	0.532	0	0.0346	0.0031	0.0503	0.0246	0.1417
S16160	0	0.0413	0.2055	0.0983	0.0816	0.4168	0	0.0146	0.0116	0.1188	0.1467	0.156
S16163	0.0145	0	0.3021	0.0918	0	0.4843	0	0.0571	0	0.0615	0.0788	0.136
S16167	0.0444	0	0.2874	0.0747	0.0947	0.5158	0	0	0.012	0.0591	0.0812	0.154
S16168	0	0.0306	0.1731	0.0017	0.0287	0.5442	0	0.0378	0.0346	0.1588	0.1101	0.1721
S16169	0	0.1425	0.1822	0.0126	0.0774	0.5543	0.0091	0.0088	0	0.0745	0.0727	0.1453
S16170	0.1961	0	0.3109	0.1029	0.038	0.2204	0	0.0404	0.0132	0.0972	0.0507	0.1576
S16171	0.0344	0	0.3167	0.0804	0.0458	0.3969	0	0.0411	0	0.0665	0.1516	0.141
S16178	0	0	0.2374	0.0523	0.0078	0.5254	0	0.0565	0	0.0926	0.1748	0.1677
S16180	0.0041	0	0.2116	0.047	0.0361	0.4705	0	0.0185	0	0.1181	0.0416	0.1564
S16187	0.0769	0.0601	0.1422	0	0.0208	0.2525	0	0.0558	0.0216	0.1933	0.0079	0.1849
S16195	0.0838	0	0.3471	0.0654	0	0.4655	0	0.047	0	0.0655	0.0836	0.1461
S16199	0.0059	0.0568	0.2896	0.0853	0.0372	0.4763	0	0.044	0.0287	0.1026	0.0861	0.1605
S1620	0.055	0	0.284	0.0456	0.0202	0.4472	0	0.0307	0.0075	0.0708	0.017	0.1698
S16203	0.1299	0	0.341	0.0953	0.0462	0.4232	0	0.0026	0.0277	0.0818	0.0688	0.1638
S16208	0.1288	0	0.2625	0.0413	0	0.491	0	0.0379	0	0.1052	0.107	0.135
S16211	0.1384	0	0.295	0.0641	0	0.4184	0	0.0623	0	0.1193	0.0705	0.1712
S16213	0.0763	0	0.3451	0.1109	0.0062	0.3623	0	0.0434	0.0103	0.1262	0.1619	0.1243
S16229	0.028	0	0.1539	0.0504	0.0252	0.5176	0	0.0334	0.0113	0.0985	0.0492	0.1772
S16232	0.1111	0	0.3942	0.0879	0.0288	0.4001	0	0.1113	0.022	0.1209	0.111	0.1365
S16237	0.0175	0	0.1911	0.0388	0.0508	0.4729	0	0.0496	0.0136	0.1183	0.04	0.1732
S16239	0.1026	0	0.2887	0.0419	0.0462	0.543	0	0.0174	0.0044	0.076	0.0367	0.1306
S16249	0	0	0.217	0.0026	0.0493	0.6959	0	0.0273	0.0193	0.0707	0.0299	0.1412
S16253	0.0883	0	0.3132	0.0808	0.0465	0.272	0	0.0145	0.0187	0.106	0.1652	0.1499
S16255	0.0897	0	0.3186	0.0551	0	0.4187	0	0.0359	0.0039	0.0996	0.1213	0.1372
S16257	0.137	0.0402	0.2145	0.0874	0.0884	0.4615	0	0.0205	0.0039	0.079	0.0231	0.1504
S16272	0	0.0824	0.1917	0.0023	0.072	0.488	0	0.0226	0.0112	0.1171	0.0536	0.175
S16274	0.0831	0	0.3011	0.0556	0.0446	0.4138	0	0.0638	1.00E-04	0.0995	0.0143	0.1811
S16275	0.1037	0	0.2321	0.0323	0.0286	0.4109	0	0.022	0.0026	0.0928	0.0632	0.1638
S1628	0.005	0	0.271	0.07	0.0106	0.577	0	0.0322	0.015	0.0889	0.1012	0.1889
S16282	0.0633	0	0.3845	0.1107	0.0027	0.4084	0	0.0458	0	0.0594	0.0679	0.1536
S16288	0.0539	0	0.2742	0.0381	0.0036	0.5939	0	0.0121	0.0136	0.0502	0.0454	0.1626
S16294	0.0333	0	0.3677	0.1033	0.028	0.3705	0	0.0569	0	0.0686	0.1248	0.1152
S16297	0.0218	0	0.2457	0.0262	0.0646	0.4336	0	0.0266	0.0088	0.1036	0	0.1999
S16305	0.007	0	0.3294	0.0891	0.0097	0.539	0	0.0517	0	0.0994	0.0547	0.1622
S16306	0.0766	0.0633	0.2819	0.046	0.0834	0.3828	0	0.0118	8.00E-04	0.0771	0	0.1809
S16308	0.0466	0	0.2896	0.048	0.0261	0.3806	0	0.0245	0	0.075	0.0619	0.1714
S16311	0.0529	0	0.3259	0.1125	6.00E-04	0.7163	0	0.0351	0.0098	0.0243	0.0599	0.1416
S16318	0.0607	0	0.2353	0.0825	0.0463	0.366	0	0.036	0	0.1142	0.1395	0.1476
S16322	0.0349	0	0.2777	0.0911	0.0183	0.6054	0	0.0592	0	0.0755	0	0.1756
