Adipocytes	Astrocytes	B-cells	Basophils	CD4+ T-cells	CD4+ Tcm	CD4+ Tem	CD4+ memory T-cells	CD4+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	CD8+ naive T-cells	CLP	CMP	Chondrocytes	Class-switched memory B-cells	DC	Endothelial cells	Eosinophils	Epithelial cells	Erythrocytes	Fibroblasts	GMP	HSC	Hepatocytes	Keratinocytes	MEP	MPP	MSC	Macrophages	Macrophages M1	Macrophages M2	Mast cells	Megakaryocytes	Melanocytes	Memory B-cells	Mesangial cells	Monocytes	Myocytes	NK cells	NKT	Neurons	Neutrophils	Osteoblast	Pericytes	Plasma cells	Platelets	Preadipocytes	Sebocytes	Skeletal muscle	Smooth muscle	Tgd cells	Th1 cells	Th2 cells	Tregs	aDC	cDC	iDC	ly Endothelial cells	mv Endothelial cells	naive B-cells	pDC	pro B-cells	ImmuneScore	StromaScore	MicroenvironmentScore
S22441	0	0	0.1239	0	0.3132	0.1231	0.046	0.4739	0.105	0.0662	0.0946	0.0029	0.1322	0.1959	0	0	0.0663	0	0.0296	0.2838	0.1112	0.059	0	0.0254	0.0586	0.0184	0.0211	0	0.0765	0.1014	0.0406	0.0132	0.0307	0.017	0.493	0.0399	0.0233	0.0254	0.1249	0	0	0.4097	0	0.1631	0.2249	0.0506	0.0233	0.1722	0.1371	0.0061	0.0082	0.3997	0.0354	0.2107	0.0804	0.1306	0	0.0206	0	0.058	0.0805	0.0818	0	0	0.7551	0.0148	0.7699
S22447	0	0	0.0078	0	0.1876	0.0531	0.0426	0.3087	0.0773	0.0083	0.0391	0.0063	0.1297	0.1454	0	0	0.0306	0.0143	0.0422	0.4997	0.1542	0.1568	0	0	0.0208	0.0012	0.0517	0	0.1327	0.1523	0.0449	0.0173	0.0473	0	0.3768	0.0477	0.0078	0.0547	0.1202	0.018	0.0073	0.4876	0.0013	0.1459	0.1356	0.0484	0	0.1562	0.0575	0.0079	0.0285	0.3388	0	0.2691	0.033	0	0	0.0253	0.0196	0.1372	0.1298	0	0	0.0227	0.6907	0.0211	0.7118
S22455	0.029	0	0.0035	0.0254	0.1764	0.0767	0.0957	0.2066	0.1018	0.03	0	0.0429	0.1682	0.1128	0	0	0.0832	0.0284	0.0765	0.4534	0.1694	0.0745	0	0	0.0412	0.0044	0.0705	0	0.1767	0.3824	0.0482	0.014	0.0881	0	0.2611	0.0376	0.0271	0.0743	0.1432	0	0.0212	0.6143	0.0158	0.1513	0.1742	0.082	0	0.1006	0	0.0068	0.0487	0.1624	0	0.2828	0.0024	0.0562	0.0059	0.0397	0.0118	0.1442	0.2134	0	0	0.007	0.7037	0.0528	0.7565
S22459	0	0	0.0531	0	0.371	0.1119	0.0314	0.5487	0.0985	0.0733	0.1149	0	0.1385	0.2113	0	0	0.0564	0	0	0.3813	0.0768	0.1122	0	0.11	0	0	5e-04	0	0.0913	0	0.0136	0.0058	0	0	0.3111	0.0317	0.0073	0	0.1044	0	0.0645	0.2866	0	0.1317	0.2642	0.0108	0	0.1373	0.1353	0.0039	0	0.4847	0.0676	0.2075	0.073	0.1972	0	0.0333	0	0.0444	0.0139	0.021	0	0	0.7953	0	0.7953
S22466	0	0	0	0	0.2829	0.0301	0.0255	0.5065	0.0581	0.0548	0.1261	0.0339	0.1532	0.2449	0	0	0	0.0351	0	0.519	0.0956	0.1074	0	0.0913	0.0384	0	0.003	0	0.1365	0.1288	0.0441	0.0091	0.0239	6e-04	0.4301	0.0242	0	0	0.0673	0.0158	0.0843	0.3528	0	0.1191	0.1484	0.0375	0.0075	0.1697	0.1276	0.0041	0	0.4684	0.0627	0.1982	0.114	0.0943	0	0.0236	0.008	0.0539	0.0405	0	0	0	0.8048	0	0.8048
S22467	0.0013	0	0.108	0	0.2693	0.132	0.0824	0.388	0.1139	0.0498	0.0859	0	0.069	0.1303	0	0	0.1022	0.0322	0.0568	0.3595	0.1422	0.1139	0	0	0.1298	0.0296	0.0731	0	0.1466	0.211	0.0659	0.0143	0.0913	0.0025	0.3626	0.0543	0.0488	0.0823	0.1357	0.0303	0	0.401	0.0134	0.1742	0.1461	0.067	0.0049	0.1069	0.0717	0.007	0.0393	0.2728	0	0.1932	0.0616	0.0824	0.0045	0.0321	0.0267	0.1238	0.1443	0.0482	0	0.0185	0.7981	0.0291	0.8271
S22468	0	0	0.2008	0	0.4101	0.1894	0.0498	0.5735	0.1677	0.1112	0.1561	0	0.1452	0.1925	0	0	0.0935	0.0298	0.0565	0.2201	0.0631	0.1233	0	0.021	0.0349	0.0173	0.0346	0	0.0789	0.1429	0.0059	0	0.0201	0.0134	0.2671	0.0304	0.0628	0.0183	0.0687	0.0299	0.0217	0.3228	0.0115	0.1798	0.1029	0.0276	0.0173	0.0771	0.1336	0.0059	0.02	0.3974	0.0336	0.1502	0.0692	0.1465	0.0184	0.073	0	0.1204	0.0664	0.1315	0	0.0378	0.841	0.0282	0.8692
S22470	0.0055	0	0.0799	0	0.3219	0.1227	0.0786	0.4522	0.0717	0.0892	0.0836	0.1536	0.1224	0.169	0	0	0.0665	0.0253	0.0503	0.2447	0.1079	0.1429	0	0	0.0359	0.0239	0.0419	0	0.086	0.0993	0.0346	0.0269	0.0351	0.0184	0.238	0.0387	0	0.0542	0.0965	0.0337	0.2046	0.2154	0.0041	0.1562	0.1747	0.0361	0.035	0.1096	0.1518	0.0046	0.0289	0.3693	0.0486	0.1973	0.0666	0.0833	0.0097	0	0.0273	0.0902	0.1162	0.0168	0.0068	0	0.8475	0.0279	0.8754
S22475	0.042	0.0138	0.0595	0.0161	0.2944	0.1669	0.1229	0.4117	0.0819	0	0.0851	0.0015	0.0588	0.1061	0	0	0.107	0.0442	0.0643	0.3595	0.1513	0.1433	0	0	0.0941	0.0238	0.0675	0	0.0703	0.1605	0.0415	0.0182	0.0701	0.0076	0.2558	0.0474	0.0072	0.1041	0.1168	0.0453	0.0819	0.3318	0.0211	0.1691	0.0077	0.0799	0.0053	0.0881	0.0676	0.0061	0.0565	0.2054	0	0.1429	0.0543	0.1021	0.0379	0.0288	0	0.1365	0.1529	0	0	0.0303	0.783	0.0532	0.8362
S22481	0	0	0	0	0.2811	0.0805	0.0511	0.3762	0.1197	0.0363	0.0391	4e-04	0.187	0.1632	0	0	0	0.0242	0.0104	0.5903	0.1153	0.0481	0	0	0	0	0.0139	0	0.1949	0.1368	0.0483	0.0216	0.0356	0.008	0.4005	0.0311	0	0.0243	0.0902	0	0.0294	0.4222	0	0.153	0.3342	0.0498	0	0.138	0.0989	0.0048	0.0122	0.3832	0.0464	0.226	0.0301	0.0632	0	0	0.0241	0.0678	0.1423	0	0	0	0.8405	0.0052	0.8457
S22482	0.0141	0	0.0513	0	0.2193	0.029	0.0414	0.405	0.0278	0.0288	0.0999	0.0316	0.131	0.164	0	0	0.0131	0	0.0016	0.3589	0.1068	0.0843	0	0.0474	0.069	0.0079	0.016	0	0.0637	0	0.0397	0.0104	0.0479	0.0101	0.4247	0.0467	0	0.0465	0.1529	0.0059	0.0847	0.3887	0.007	0.1628	0.127	0.0403	0.0335	0.1748	0.1176	0.0038	0.001	0.4362	0.0471	0.1163	0.0857	0.0761	0	0.0067	0	0.06	0.0509	0.0112	0	0	0.739	0.0078	0.7468
S22485	0	0	0.1223	0	0.2211	0.0228	0.059	0.38	0.0549	0.0223	0.0648	0.0059	0.1498	0.2015	0	0	0.0813	0.0508	0.0418	0.5324	0.105	0.0424	0	0	0.0409	0	0.0137	0	0.1464	0	0.0384	0.0193	0.0024	0.0187	0.4281	0.0565	0.0271	0.0235	0.0754	0.0103	0.0975	0.4111	0	0.1242	0.1672	0.0349	0	0.1938	0.1201	0.0059	0.005	0.447	0.0322	0.1891	0.1073	0.0471	0	0.0247	0.0252	0.0868	0.0933	0.0703	0	0	0.8687	0.0209	0.8896
S22486	0	0	0.1039	0	0.2386	0.0141	0.049	0.3828	0.0706	0.0298	0.0571	0.0049	0.1567	0.1937	0	0	0.0315	0	0	0.3343	0.095	0.166	0	0	0.016	0	0.0139	0	0.0391	0.0052	0.0616	0.0139	0.0405	0	0.4129	0.0353	0.0206	0.0188	0.1434	0	0.0472	0.4283	0	0.1316	0.2132	0.03	0.0343	0.1689	0.104	0.0055	0	0.4914	0.0487	0.1713	0.0698	0.0903	0	0	0	0.0472	0.0757	0.0565	0.0034	0	0.7269	0	0.7269
S22493	0	0	0.1247	0	0.3017	0.0806	0.0757	0.4794	0.0766	0.093	0.1469	0.121	0.1132	0.2125	0	0	0.0555	0.0245	0.021	0.2107	0.0669	0.1295	0	0.012	0.0509	0.0104	0.0067	0	0.0738	0	0.0507	0.028	0.02	0.0223	0.3124	0.0429	0.0225	0.0281	0.1117	0.0327	0.183	0.2455	0	0.1359	0.2079	0.0134	0.0225	0.1411	0.1267	0.0036	0.0039	0.4798	0.0748	0.1745	0.0919	0.0322	0	0.0766	0.0309	0.0652	0.0737	0.0617	0.0552	0.0031	0.8388	0.0105	0.8493
S22498	0.0216	0	0.0836	0	0.1862	0.0608	0.0509	0.3235	0.0123	0.0243	0.1086	0.1155	0.0879	0.1668	0	0	0.0841	0.0373	0.038	0.5304	0.1409	0.14	0	0	0.12	0.0025	0.0787	0	0.1429	0.208	0.0453	0.0124	0.0595	0	0.283	0.0519	0.0336	0.0743	0.062	0.042	0.1415	0.4205	0.0152	0.1437	0	0.0495	0.0119	0.1291	0.0644	0.0085	0.0482	0.2485	0.0053	0.1634	0.1003	0	0	0.0041	0.0197	0.1398	0.1158	0.0192	0	0.0377	0.8362	0.0298	0.866
S225	0	0	0	0	0.2127	0.0329	0.0394	0.3556	0.0334	0.0169	0.0377	0	0.1176	0.1923	0	0	0	0.0369	0.0251	0.6488	0.1245	0.052	0	0.0534	0.0578	0	0.0248	0	0.1265	0.2522	0.0365	0	0.0914	0	0.3708	0.0534	0	0.0287	0.1054	0.0033	3e-04	0.5397	0.0015	0.1644	0.1385	0.0583	0	0.1136	0.0625	0.0036	0.0214	0.2997	0.0238	0.2118	0.0507	0.1235	0	0.0137	0.0333	0.1276	0.116	0	0.002	0	0.8146	0.0126	0.8272
S22507	0.0291	0	0	0	0.2339	0.124	0.0669	0.3803	0.0112	0.0267	0.0825	0.0316	0.1599	0.1561	0	0	0	0.0402	0.0336	0.6534	0.1694	0.1537	0	0.0101	0.0887	0	0.0635	0	0.0233	0.1674	0.0096	0.0072	0.0265	0.017	0.3029	0.0452	0	0.0583	0.0796	0.0194	0.1201	0.3781	0.0073	0.1743	0.0487	0.0624	0	0.1341	0.0387	0.0067	0.0443	0.3153	0.0435	0.1044	0.1352	0.0786	0.0049	0	0.0254	0.126	0.1366	0	0	0	0.9032	0.0314	0.9346
S22514	0.0031	0	0.0197	0	0.2755	0.0839	0	0.4847	0.0084	0.023	0.1085	0.0362	0.1397	0.2141	0.005	0	0.0279	0.0252	0.0759	0.2845	0.1463	0.1704	0	0.0368	0.1723	0.0059	0.07	0	0.0307	0.2663	0.0463	0.0253	0.0185	0.0051	0.3375	0.0435	0	0.0549	0.1133	0.0352	0.1721	0.2952	0.0197	0.1676	0	0.0414	0.0414	0.1552	0.0894	0.0057	0.0425	0.3077	0	0.1561	0.1164	0.1342	0.0403	0	0.0107	0.1536	0.1114	0	0.03	0.0113	0.7549	0.0395	0.7944
S22515	0	0	0.0297	0	0.2281	0.0493	0	0.3653	0.096	0.0343	0.0944	0.0202	0.0906	0.1261	0	0	0.0274	0.003	0.0168	0.4559	0.1523	0.1487	0	0	0.1002	0	0.0454	0	0.0691	0.2113	0.0359	0.015	0.0527	0.0097	0.3384	0.0525	0	0.0473	0.1241	0.0175	0.0642	0.3858	0.0016	0.1582	0.1308	0.0574	0.0136	0.1417	0.0934	0.0055	0.03	0.3298	0.0252	0.198	0.0796	0.0878	0	0.0064	0	0.0713	0.1051	0.0072	0	0	0.7621	0.0084	0.7705
S22516	0.0356	0	0	0	0.2571	0.1084	0.0166	0.2444	0.1312	0.0173	0.0604	0.0048	0.006	0.0837	0	0	0.0957	0.019	0.0823	0.6282	0.1956	0.1251	0	0	0.0623	0.003	0.0744	0	0.1882	0.3656	0.0526	7e-04	0.0871	0	0.3325	0.0409	1e-04	0.081	0.0361	0.0135	0	0.5847	0.0091	0.1485	0.0319	0.0909	0	0.1142	0	0.0047	0.0581	0.1252	0	0.2221	0.0679	0.1406	0.0023	0	0.0185	0.1517	0.2228	0	0	0.0515	0.7725	0.059	0.8315
S22517	0	0	0.1183	0	0.3933	0.1425	0.0328	0.565	0.1748	0.0865	0.133	0.0111	0.1509	0.193	0	0	0.0603	0	0.0207	0.1497	0.0599	0.152	0	0	0.0712	0	0	0	0	0	0.0222	0.0066	0	0.0014	0.394	0.0252	0.0109	0.0117	0.0711	0.019	0.0654	0.3105	0	0.1455	0.1635	0.0169	0.0226	0.1736	0.1526	0.0033	0	0.4732	0.0593	0.1638	0.0543	0.1575	0	0.0481	0	0.0615	0.0217	0.0795	0	0	0.7023	0.0104	0.7126
S22519	0	0	0.0953	0	0.3113	0.062	0.0792	0.4763	0.1169	0.0918	0.1434	0.0244	0.1564	0.1816	0	0	0.032	0.0311	0.0109	0.3378	0.1109	0.144	0	0.047	0	0	0.0141	0	0.1549	0.1287	0.0342	0.0044	0.0374	0.0035	0.2172	0.0222	0.0378	0.0158	0.1407	0.0102	0.1023	0.3023	0	0.1658	0.2734	0.0339	0.0139	0.0736	0.1202	0.0063	0.0025	0.3999	0.0627	0.1961	0.0824	0.092	0	0.0286	0.013	0.0626	0.1155	0.0655	0	0.0065	0.8759	0.0054	0.8813
S22521	0	0	0.1101	0	0.2761	0.0695	0.0723	0.4467	0.0938	0.0389	0.0863	0.052	0.1365	0.1969	0	0	0.0426	0.0206	0.0154	0.427	0.1158	0.1021	0	0.0386	0.0315	0.0054	0.0295	0	0.1544	0.0931	0.0296	0.0163	0.0424	0.0157	0.3612	0.0514	0.0158	0.0345	0.1103	0.0115	0.1073	0.341	0	0.1365	0.1792	0.0452	0.0219	0.1538	0.1137	0.0053	0.0144	0.434	0.0386	0.2	0.0756	0.0559	0	0	0.0161	0.0721	0.1099	0.0432	0.0187	0.0031	0.8481	0.0077	0.8558
S22523	0	0	0.1326	0	0.4539	0.1647	0.0597	0.6265	0.165	0.1184	0.1658	0.0059	0.0878	0.2168	0	0	0.0607	0.0427	0	0.2587	0.0558	0.1454	0	0.0497	0.0477	0.0164	0.0176	0	0.1088	0.0036	0.0439	0.0167	0	0.0137	0.251	0.0411	0.0277	0.0198	0.0778	0.0368	0	0.1814	0	0.143	0.1844	0.0159	0.046	0.0981	0.1607	0.0045	0.019	0.4937	0.0746	0.1666	0.0884	0.1613	0	0.0878	0.0144	0.0744	0.0312	0.046	0	0.0038	0.8565	0	0.8565
S2253	0	0	0.0937	0	0.2996	0.1132	0.0766	0.4333	0.0769	0.0277	0.0425	0	0.134	0.1679	0	0	0.0664	0	0.0028	0.3886	0.0872	0.0916	0	0	0.0453	0.0048	0.0134	0	0.178	0.0617	0.0382	0.0185	0.045	0.0254	0.2525	0.0408	0.0235	0.0287	0.1372	0.0207	0.0896	0.3677	0.0015	0.1691	0.1952	0.0402	0.0224	0.0922	0.1468	0.0038	0.0181	0.42	0.0146	0.1414	0.0817	0.1448	0	0	0	0.0698	0.0842	0.0412	0	0	0.8461	0.0014	0.8475
S22537	0.0015	0	0.0314	0	0.2911	0.0988	0.0156	0.4729	0.1222	0.0952	0.1237	0.0208	0.1736	0.2073	0	0	0	0.0247	0.0356	0.3254	0.1289	0.1329	0	0	0.0382	0.0101	0.0212	0	0.0552	0.0697	0.0376	0.0142	0	0	0.2972	0.0381	0.0104	0.0181	0.0984	0.0166	0.0319	0.5114	0.0038	0.147	0.2591	0.0479	0.0727	0.0998	0.1129	0.0049	0.0131	0.4375	0.0225	0.1942	0.125	0.0717	0	0.0104	0.0221	0.0725	0.123	0	0.0046	0	0.7218	0.0186	0.7403
S22542	0.0027	0	0.2052	0.0957	0.3496	0.1022	0.1236	0.4765	0.1478	0.1483	0.111	0.1618	0.173	0.2298	0	0	0.1257	0.0623	0.057	0.0969	0.0395	0.0825	0	0.0172	0	0.0207	0.0288	0	0.1392	0.2269	0.0586	0.0276	0.0453	0.0304	0.1742	0.0224	0.1189	0.0313	0.1396	0	0.1665	0.1443	0	0.0781	0.4278	0.0341	0.0113	0.0821	0.1098	0.0063	0.0192	0.3861	0.0894	0.2902	0.023	0.0738	0.0404	0.059	0.0353	0.0748	0.1604	0.1183	0.0771	0.0395	0.8903	0.0298	0.9202
S22543	0	0	0	0	0.2903	0.0208	0	0.4916	0	0.0068	0.0974	0	0.2229	0.2402	0	0	0	8e-04	0.0195	0.4883	0.1287	0.1779	0	0.0533	0.1189	0.0076	0.0308	0	0.0439	0.1234	0.0443	0.007	0.0313	0	0.3662	0.037	0	0.0209	0.1151	0.0408	0.1126	0.1743	0.011	0.1319	0.1255	0.0449	0.0198	0.1466	0.1551	0.0049	0.0225	0.463	0.0534	0.1394	0.1407	0.2224	0	0	0	0.1327	0.0376	0	0.0107	0	0.7934	0.0098	0.8032
S22549	0.0236	0	0	0	0.1947	0.0427	0.0643	0.2828	0.0915	0.0374	0.0271	0.0545	0.1738	0.1921	0.0436	0	0.0111	0.0092	0.0408	0.6605	0.1246	0.1057	0	0.0464	0.0493	0	0.0243	0	0.1061	0.1139	0.0082	0.0106	0.0374	0.0301	0.3775	0.0393	0	0.0265	0.0987	0.0076	0.1104	0.4747	0	0.1587	0.1395	0.0755	0	0.1397	0.0706	0.0048	0.0219	0.3715	0.0311	0.1942	0.0479	0	0	0	0.0112	0.093	0.153	0	0	0	0.8719	0.0322	0.9041
S2255	0.0469	0	0	0	0.367	0.0849	0	0.6316	0	0.0555	0.2002	0.0243	0.105	0.1868	0	0	0.0176	0.0201	0.0885	0.4347	0.1768	0.174	0.0597	0.1293	0.229	0.0329	0.0612	0	0	0.1977	0.0327	0.0025	0.0565	0	0.251	0.0477	0	0.0425	0.0683	0.0332	0.123	0.1913	0.0313	0.1488	0.1859	0.0403	0.0284	0.0787	0.1511	0.0054	0.0368	0.3512	0.001	0.0845	0.237	0.1563	0.0299	0.0232	0	0.1539	0.1112	0	0.0369	0	0.8334	0.0976	0.931
S22551	0	0	0.063	0	0.3193	0.0929	0.0938	0.4831	0.0908	0.0893	0.1367	0.0775	0.1085	0.1846	0	0	0.0629	0.0113	0.0401	0.3461	0.1075	0.0799	0	0	0.0424	0.0119	0.042	0	0.1124	0.1274	0.0416	0.0191	0.0354	0	0.3068	0.0384	0.0128	0.0381	0.1022	0.025	0.1016	0.3258	0.0105	0.1595	0.1488	0.0486	0	0.1229	0.1041	0.0047	0.0194	0.3988	0.017	0.1888	0.0909	0.1167	0.0294	0.026	0	0.1074	0.1035	0	0.023	0.0135	0.8226	0.02	0.8426
S2256	0	0	0.1355	0	0.313	0.0669	0.0329	0.5007	0.0896	0.0977	0.1483	0.0389	0.136	0.2659	0	0	0.0507	0.0321	0.0283	0.3118	0.0644	0.1048	0	0.0506	2e-04	0.0034	0.0123	0	0.1118	0.0244	0.0592	0.0256	0.0269	0.0022	0.2377	0.0371	0.0326	0	0.1082	0.0189	0.1459	0.2776	0	0.1057	0.2342	0.0185	0.0844	0.1228	0.1553	0.0021	0.0023	0.4957	0.0662	0.1707	0.1127	0.1291	0	0.0177	0.0298	0.0696	0.0736	0.049	0.0398	0	0.8742	0.0142	0.8884
S22561	0	0	0.0843	0	0.3159	0.0761	0.0581	0.4916	0.1212	0.1563	0.1693	0.1242	0.1836	0.2537	0	0	0.0197	0.0408	0	0.5638	0.0747	0.0429	0	0.0813	0	0	0	0	0.2229	0.0482	0.042	0.0091	0	0.0044	0.2549	0.0284	0.03	0	0.0455	0	0.1236	0.3447	0	0.1193	0.3323	0.0259	0.001	0.1011	0.1462	0.0021	0	0.4678	0.0712	0.238	0.0969	0.0495	0	0.0164	0.016	0.0401	0.0952	0.0555	0	0	0.9973	0	0.9973
S2257	0	0	0	0	0.2279	0.0802	0.0641	0.3856	0.0309	0.0252	0.0699	0.0501	0.1321	0.1235	0	0	0	0.0147	0.0299	0.5328	0.1618	0.1165	0	0.014	0.0618	3e-04	0.0552	0	0.0995	0.0857	0.0193	0.0063	0.0301	0.0093	0.4372	0.0553	0	0.0531	0.0988	0.0224	0.1536	0.3996	0.004	0.1704	0.104	0.062	0	0.1428	0.0895	0.0072	0.0214	0.3653	0.0014	0.1859	0.0994	0.1218	0	0	0.001	0.107	0.1316	0	0	0	0.8347	0.015	0.8496
S22572	0.0285	0	0	0.2679	0.0786	0.0414	0.0247	0.0205	0.0421	0	0	0.0437	0.029	0.026	0.0093	0	0.062	0.0275	0.027	0.502	0.2215	0.1286	0	0	0.071	0.0064	0.0918	0	0.3001	0.5503	0.0249	0	0.0655	0	0.332	0.0612	0.0231	0.1307	0.0914	0	0.0436	0.5274	0.0199	0.1719	0.1519	0.1305	0.0197	0.1185	0	0.0067	0.053	0	0	0.2958	0.0146	0	0.0113	0	0.0552	0.1272	0.2309	0	0	0.0563	0.6266	0.0278	0.6544
S22578	0.017	0	0.0266	0.067	0.2259	0.1044	0.0483	0.2283	0.1603	0.0362	0.0565	0.0325	0.0995	0.0499	0	0	0.0805	0.0066	0.0303	0.4776	0.1807	0.0763	0	0	0.0396	0.0035	0.0463	0	0.3181	0.3132	0.0011	0.0075	0.0859	0.0075	0.3516	0.0447	0.0341	0.0949	0.1238	0	0.0157	0.5276	0.0091	0.1635	0.2019	0.0872	0	0.1079	0.0299	0.0067	0.0479	0.1094	0	0.295	0	0	0	0	0.0286	0.0941	0.1842	0	0	0.0146	0.723	0.0236	0.7466
S22584	0.0174	0	0.0855	0	0.3046	0.0988	0.0692	0.405	0.1595	0.0827	0.0879	6e-04	0.1288	0.163	0	0	0.0907	0.0438	0.0421	0.3631	0.087	0.1238	0	0	0.0145	0.0015	0.0255	0	0.0736	0.0863	0.0293	0.0132	0.0639	0.0018	0.1656	0.0324	0.0144	0.041	0.0951	0.0059	0.0304	0.4685	0	0.166	0.1748	0.0497	0.0745	0.0728	0.1446	0.0019	0.0248	0.3778	0.0419	0.1438	0.0587	0.0819	0	0.0792	0.0362	0.0986	0.1136	0	0	0	0.8015	0.0298	0.8313
S22592	0.0262	0	0.0739	0	0.2609	0.099	0.0451	0.302	0.2032	0.1041	0.0678	0.0822	0.1535	0.0568	0	0	0.093	0.0386	0.0639	0.4986	0.1649	0.1365	0	0	0	7e-04	0.0496	0	0.2373	0.4836	0.0364	0.0042	0.0645	0.013	0.2333	0.0287	0.0532	0.0667	0.0773	0	0.0376	0.4261	0.0047	0.1596	0.318	0.0955	0	0.0672	0.0186	0.0055	0.0335	0.0665	0.0266	0.3225	0.0017	0	0	0	0.0323	0.1072	0.2184	0.0233	0	0.0113	0.8667	0.045	0.9117
S22593	0	0	0.1957	0	0.3376	0.0936	0.103	0.5092	0.1191	0.1003	0.183	0.0735	0.0658	0.177	0	0	0.1144	0.0324	0.0195	0.2533	0.0654	0.0932	0	0	0.0091	0.0095	0.0129	0	0.1321	0.0788	0.0253	0.0112	0.0109	0.0103	0.15	0.0351	0.1022	0.0283	0.1368	0	0.1408	0.2348	2e-04	0.1677	0.2824	0.0437	0.0114	0.0662	0.1476	0.0039	0.0041	0.4252	0.0538	0.1903	0.0459	0.1309	0	0.064	0.0044	0.0751	0.0878	0.1023	0	0.0161	0.9335	0.0098	0.9432
S22603	0	0	0.0614	0	0.2675	0.0958	0.0173	0.4504	0.0468	0.0564	0.0702	0.0528	0.1453	0.1922	0	0	0.0168	0.0372	0.0528	0.4788	0.1219	0.0818	0	0.0666	0.0773	0	0.0143	0	0.1133	0.039	0.02	0.0206	0.0146	0.03	0.4231	0.055	0	0	0.0746	0.0267	0.1192	0.4073	0	0.1379	0.1579	0	0	0.1686	0.1161	0.0039	0.0172	0.4244	0.0403	0.1067	0.1413	0.0807	0	0.0404	0.0431	0.1179	0.0913	0.0304	0	0	0.8553	0.0264	0.8817
S22606	0.0328	0.0065	0.0154	0.1658	0.1834	0.1186	0.0656	0.1865	0.0749	0.012	0.0551	0.0762	0	0.0305	0	0	0.077	0.0569	0.0991	0.4203	0.2236	0.083	0	0	0.097	0.0126	0.1067	0	0.3054	0.4603	0	0	0.083	0	0.3106	0.0407	0.0182	0.1444	0.0813	0.0299	0.0388	0.5082	0.0391	0.1772	0.0064	0.1203	0.0298	0.099	0	0.0101	0.0632	0	0	0.178	0.0658	0	0.0406	0	0.062	0.1932	0.2478	0	0	0.0403	0.6569	0.066	0.7228
S22608	0	0	0	0	0.3415	0.1353	0.1002	0.4517	0.1178	0.0421	0.1028	0.0588	0.1739	0.1711	0	0	0	0.0138	0.0124	0.6098	0.1178	0.1365	0	0.0219	0.0094	0	0.0159	0	0.1136	0.2493	0.0511	0.0182	0.0477	0.0096	0.3174	0.0307	0	0.0277	0.0706	0	0.0672	0.2406	0	0.1323	0.2702	0.0661	0	0.1085	0.0841	0.0075	0.0174	0.3574	0.0476	0.2498	0.0751	0.0527	0	0	0.021	0.0924	0.1591	0	0	0	0.892	0.0062	0.8982
S22609	0	0	0.1702	0	0.4001	0.147	0.1035	0.5787	0.1595	0.1023	0.1926	0.0286	0.1025	0.1934	0	0	0.1039	0	0	0.2444	0.0512	0.0022	0	0.0717	0.0083	0.0034	0.003	0	0.1975	0.0164	0.0562	0.0282	0.0027	0.0065	0.3611	0.0453	0.0477	0.0209	0.0976	0.0082	0.0853	0.2281	0	0.1419	0.2246	0.0248	0.0171	0.1474	0.1428	0.0011	0.0047	0.4671	0.0774	0.1502	0.0941	0.1143	0	0.0154	0	0.0517	0.0476	0.0814	0	0.0308	0.8697	0	0.8697
S22614	0	0	0.129	0	0.3647	0.0963	0.0267	0.5595	0.1055	0.0606	0.1139	0.0385	0.133	0.2251	0	0	0.0556	0.0348	0	0.4876	0.0647	0.0929	0	0.0353	0.001	0	0	0	0.0786	0	0.0188	0.0109	0.0031	0.0069	0.2182	0.0282	0.0045	0	0.0617	0	0.1459	0.2258	0	0.1414	0.189	0.0138	0	0.0875	0.1433	0	0	0.5054	0.0933	0.1199	0.0789	0.1396	0	0.0045	0	0.036	0.0165	0.0557	0	0	0.9676	0	0.9676
S22617	0.0327	0	0	0	0.1492	0.0033	0.0157	0.2516	0	0	0	0.0063	0.1387	0.1417	0.0243	0	0	0	0	0.5914	0.135	0.0369	0	0.0629	0.0331	0	0.0313	0	0.1641	0.1266	0.0545	0.0129	0.0661	0.0343	0.5551	0.0484	0	0.0432	0.1754	0.0092	0.0878	0.4637	0.001	0.1898	0.1295	0.0475	0	0.1559	0.0643	0.0044	0.0304	0.3351	0.0042	0.1824	0.0413	0.0794	0	0	0	0.0833	0.0932	0	0	0	0.8549	0.0164	0.8713
S22628	0.0563	0	0.0795	0.0201	0.2539	0.092	0.0772	0.4379	0.0956	0.0658	0.1372	0.0816	0.1472	0.1968	0	0	0.0949	0.0807	0.0556	0.393	0.1214	0.1644	0	0	0.0576	4e-04	0.0558	0	0.1824	0.2902	0.0018	0	0.0615	0.0127	0.2922	0.0226	0.0309	0.0846	0.1075	0	0.0872	0.3621	0.0162	0.1346	0.2224	0.0736	0	0.1328	0.1151	0.0056	0.0425	0.2863	0.0394	0.2139	0.0624	0.0636	0.0037	0.0473	0.0487	0.1258	0.1535	0.0154	0.0252	0.0368	0.8111	0.056	0.8671
